Role,Index,Pose Index,Structure,Protein,MW(Molecular Weight) Unit Dalton,#Atoms,SlogP,TPSA,Flexibility,#RB,LF Rank Score,LF dG,LF VSscore,LF LE,tPSA,Hacc,Hdon,logSw,Library,MW_FREE,PC1,PC2
chembridge-fragment-library-part1-exp-2024-06,19958,1,Fc1ccccc1N2CCN(S(=O)(=O)CCC)CC2,6TBE_P,286.4,19,2.0,40.6,4.2,4,-3.906,-5.457,-5.569,-0.287,40.6,3.0,0.0,-3.43,ExpressPick,286,1.3746986594932717,-0.6389213761171685
chembridge-fragment-library-part1-exp-2024-06,22772,1,O=C1C=2C=Nc3ccccc3NC2C[C@@H](C1)c4ccco4,6TBE_P,278.3,21,3.2,54.6,0.3,1,-3.906,-5.31,-6.17,-0.253,54.6,3.0,1.0,-2.28,ExpressPick,278,1.6075100887085187,-0.4820678629937108
chembridge-fragment-library-part1-exp-2024-06,27398,1,Fc1ccc(F)c(C(=O)NC)c1,6TBE_P,171.1,12,1.9,29.1,0.3,1,-3.906,-4.298,-5.323,-0.358,29.1,1.0,1.0,-1.31,ExpressPick,171,-2.7651108854661306,-1.5414107900523228
chembridge-fragment-library-part1-exp-2024-06,10076,1,O=C1[C@H]2[C@H]3C=C[C@@H]([C@@H]2C(=O)N1c4ccccc4)CC3,6TBE_P,253.3,19,2.2,37.4,1.1,1,-3.905,-5.334,-6.255,-0.281,37.4,2.0,0.0,-2.09,ExpressPick,253,0.12715907092877707,-1.5599602377839035
chembridge-fragment-library-part1-exp-2024-06,13792,1,Brc1ccc(o1)C(=O)Nc2cc(ccn2)C,6TBE_P,281.1,16,2.5,55.1,0.5,2,-3.905,-5.177,-5.88,-0.324,55.1,3.0,1.0,-3.45,ExpressPick,281,0.6112495604798651,0.016782035543779456
chembridge-fragment-library-part1-exp-2024-06,15722,1,Clc1cccc(NC(=O)CN2CCN(CC2)C)c1,6TBE_P,267.8,18,1.6,35.6,3.2,3,-3.905,-6.467,-6.962,-0.359,35.6,3.0,1.0,-2.35,ExpressPick,268,0.5256207877780951,-0.13620841301445175
chembridge-fragment-library-part2-cl-2024-06,5088,1,FC1(F)C[C@H]1Cn2ccnc2C3CC3,6TBE_P,198.2,14,2.4,17.8,2.0,3,-3.905,-4.173,-4.83,-0.298,17.8,1.0,0.0,-0.784,1105,CORE,-1.5596337220296304,-2.629822805069649
chembridge-fragment-library-part2-cl-2024-06,6703,1,O=C1[C@@H](n2c(nnc2[C@H]3CCCN13)-c4cnn(CC)c4)C,6TBE_P,286.3,21,1.4,68.8,1.8,2,-3.905,-5.252,-6.137,-0.25,68.8,4.0,0.0,-2.44,1111,CORE,1.74010357431364,1.0737591744301218
chembridge-fragment-library-part1-exp-2024-06,494,1,o1c2ccccc2nc1C3CCNCC3,6TBE_P,202.3,15,1.7,38.1,1.0,1,-3.904,-4.648,-5.372,-0.31,38.1,3.0,1.0,-1.85,ExpressPick,202,-1.2386539017389238,-0.08114214855958093
chembridge-fragment-library-part1-exp-2024-06,5832,1,NCc1nc2ccccc2o1,6TBE_P,148.2,11,0.7,52.0,2.0,2,-3.904,-4.504,-5.408,-0.409,52.1,3.0,1.0,0.351,ExpressPick,148,-2.6817221650607634,1.1346972764469196
chembridge-fragment-library-part1-exp-2024-06,5902,1,NCc1cn2cc(ccc2n1)C,6TBE_P,161.2,12,1.1,43.3,2.0,2,-3.904,-4.847,-5.619,-0.404,43.3,2.0,1.0,0.069,ExpressPick,161,-2.535579376126366,0.021607666514444474
chembridge-fragment-library-part1-exp-2024-06,9004,1,O=C(Oc1ccc2c(c1)cccn2)NC,6TBE_P,202.2,15,2.0,51.2,1.0,3,-3.904,-4.721,-5.417,-0.315,51.2,3.0,1.0,-1.93,ExpressPick,202,-0.5734394965510806,0.3572010844608192
chembridge-fragment-library-part1-exp-2024-06,18264,1,S=C(NCCN(C)C)Nc1cccc(c1)C(F)(F)F,6TBE_P,291.3,19,2.6,27.3,3.8,7,-3.904,-6.016,-6.935,-0.317,27.3,1.0,2.0,-2.61,ExpressPick,291,1.565974826071849,-1.3715597461461828
chembridge-fragment-library-part1-exp-2024-06,26850,1,Fc1cccc(F)c1NC(=O)CC,6TBE_P,185.2,13,2.9,29.1,1.3,2,-3.904,-4.213,-5.152,-0.324,29.1,1.0,1.0,-1.51,ExpressPick,185,-1.8463536688924747,-2.029653652047702
chembridge-fragment-library-part1-exp-2024-06,27102,1,O=C1C(=C(N(C2CCCC2)C1)N)c3nc4ccccc4[nH]3,6TBE_P,282.3,21,2.0,75.0,0.7,2,-3.904,-5.038,-6.375,-0.24,75.0,2.0,2.0,-2.31,ExpressPick,282,1.429880029275345,0.8442645185366827
chembridge-fragment-library-part2-cl-2024-06,3086,1,N1(CCc2nc(nn2CC1)C3CC3)c4ccccn4,6TBE_P,255.3,19,1.6,46.8,1.8,2,-3.904,-5.596,-6.166,-0.295,46.8,3.0,0.0,-2.29,1220,CORE,0.5151671679154599,-0.29066139316573175
chembridge-fragment-library-part2-cl-2024-06,3980,1,Nc1cncc(n1)-c2c(OC)ccc(OC)c2,6TBE_P,231.3,17,1.7,70.3,1.2,3,-3.904,-5.568,-6.34,-0.328,70.3,4.0,1.0,-2.13,1109,CORE,0.5605065088135793,1.6747619385509314
chembridge-fragment-library-part1-exp-2024-06,5926,1,[nH]1c2c(CNCC2)cn1,6TBE_P,123.2,9,0.1,40.7,0.5,0,-3.903,-4.505,-5.234,-0.501,40.7,2.0,2.0,0.178,ExpressPick,123,-4.407806780713895,0.9108262520394022
chembridge-fragment-library-part1-exp-2024-06,26730,1,Fc1ccc(F)c(C(=O)NC2CC2)c1,6TBE_P,197.2,14,2.4,29.1,1.3,2,-3.903,-5.386,-6.161,-0.385,29.1,1.0,1.0,-1.8,ExpressPick,197,-1.664762174904168,-1.8036517342342038
chembridge-fragment-library-part1-exp-2024-06,27396,1,Fc1cc(F)ccc1C(=O)NC2CC2,6TBE_P,197.2,14,2.4,29.1,1.3,2,-3.903,-5.659,-6.408,-0.404,29.1,1.0,1.0,-1.8,ExpressPick,197,-1.664762174904168,-1.8036517342342038
chembridge-fragment-library-part1-exp-2024-06,27938,1,O=C(NCc1ccccc1)c2coc(n2)C,6TBE_P,216.2,16,1.3,55.1,2.3,3,-3.903,-5.44,-6.275,-0.34,55.1,3.0,1.0,-2.38,ExpressPick,216,-0.38892946451626015,0.8204274162387347
chembridge-fragment-library-part1-exp-2024-06,126,1,Nc1ccccc1-n2cnnn2,6TBE_P,161.2,12,0.2,69.6,0.3,1,-3.902,-3.969,-4.589,-0.331,69.6,3.0,1.0,-0.951,ExpressPick,161,-2.488735741496359,1.9118925852146114
chembridge-fragment-library-part1-exp-2024-06,154,1,Nc1ccccc1-c2ccc(OC)cc2,6TBE_P,199.3,15,2.9,35.3,0.7,2,-3.902,-5.03,-5.91,-0.335,35.3,1.0,1.0,0.303,ExpressPick,199,-1.196676416164961,-1.8596717282493231
chembridge-fragment-library-part1-exp-2024-06,1626,1,Nc1ccnn1Cc2ccccc2,6TBE_P,173.2,13,1.5,43.8,2.0,2,-3.902,-4.732,-5.465,-0.364,43.8,1.0,1.0,-2.19,ExpressPick,173,-2.2944637804701458,-0.7659850772130894
chembridge-fragment-library-part1-exp-2024-06,6066,1,O=C1c2ccccc2N=C(N1)CNC,6TBE_P,189.2,14,0.7,53.5,2.0,2,-3.902,-5.146,-5.931,-0.368,57.8,3.0,2.0,0.823,ExpressPick,189,-1.5710204803402088,1.5728409772576182
chembridge-fragment-library-part1-exp-2024-06,6630,1,O=C1[C@@H]2[C@H]3CC[C@H](O3)[C@@H]2C(=O)N1c4cccc(c4)C,6TBE_P,257.3,19,1.7,46.6,1.0,1,-3.902,-5.04,-6.128,-0.265,46.6,3.0,0.0,-1.75,ExpressPick,257,0.36490889800444176,-0.41934978293474845
chembridge-fragment-library-part1-exp-2024-06,11972,1,Brc1ccc(o1)C(=O)NCc2ccncc2,6TBE_P,281.1,16,1.9,55.1,2.3,3,-3.902,-5.848,-6.433,-0.366,55.1,3.0,1.0,-1.29,ExpressPick,281,0.6156144796369598,0.39378984000867356
chembridge-fragment-library-part1-exp-2024-06,22814,1,O=C1C(NC2=CC(=O)CCC2)=C(N(N1c3ccccc3)C)C,6TBE_P,297.4,22,2.3,52.7,1.1,3,-3.902,-5.81,-6.976,-0.264,56.0,2.0,1.0,-2.05,ExpressPick,297,1.8834981718220207,-0.5609873239582286
chembridge-fragment-library-part2-cl-2024-06,634,1,O=C(NCCc1c(cccn1)C)[C@H]2COCC2,6TBE_P,234.3,17,1.1,51.2,4.5,4,-3.902,-5.754,-6.453,-0.338,51.2,3.0,1.0,-0.8,1101,CORE,0.1298881742442239,0.809244159947792
chembridge-fragment-library-part2-cl-2024-06,3050,1,O=C1CCO[C@H]2CNC[C@@H]2N1Cc3ccccc3,6TBE_P,246.3,18,0.8,41.6,3.7,2,-3.902,-5.086,-6.029,-0.283,41.6,3.0,1.0,-1.35,1100,CORE,-0.1458426710042413,0.4613033125455632
chembridge-fragment-library-part1-exp-2024-06,8172,1,O=C(N1CCN(CC1)c2ccccc2)c3ccco3,6TBE_P,256.3,19,1.7,36.7,1.7,3,-3.901,-5.389,-6.256,-0.284,36.7,2.0,0.0,-2.03,ExpressPick,256,0.40043189169667337,-1.198433856524462
chembridge-fragment-library-part1-exp-2024-06,20562,1,S=C(Nc1ccccc1OCCCC)N(C)C,6TBE_P,252.4,17,3.1,24.5,4.3,7,-3.901,-6.205,-6.303,-0.365,24.5,1.0,1.0,-2.2,ExpressPick,252,0.8358539501499525,-2.129618025292238
chembridge-fragment-library-part1-exp-2024-06,21034,1,O=C(NCc1cnccc1)[C@]23C(C([C@H](CC2)C3)(C)C)=C,6TBE_P,270.4,20,3.0,42.0,3.8,3,-3.901,-6.168,-7.066,-0.308,42.0,2.0,1.0,-2.02,ExpressPick,270,1.25739914348154,-1.228764864739226
chembridge-fragment-library-part1-exp-2024-06,26828,1,Brc1ccc(o1)C(=O)Nc2cccc(C(=O)NC(C)C)c2,6TBE_P,351.2,21,2.9,71.3,1.8,4,-3.901,-6.614,-7.446,-0.315,71.3,3.0,2.0,-3.99,ExpressPick,351,3.203567454918039,0.822638497766825
chembridge-fragment-library-part2-cl-2024-06,4210,1,O=C1[C@@]2(CCCN2Cc3cn4ccccc4n3)CCCN1,6TBE_P,284.4,21,1.6,49.6,3.1,2,-3.901,-5.227,-6.18,-0.249,49.6,3.0,1.0,-2.5,1215,CORE,1.292388460658587,0.2259724559917473
chembridge-fragment-library-part1-exp-2024-06,152,1,Nc1ccccc1-c2cccc(OC)c2,6TBE_P,199.3,15,2.9,35.3,0.7,2,-3.9,-4.843,-5.911,-0.323,35.3,1.0,1.0,-1.49,ExpressPick,199,-1.196676416164961,-1.8596717282493231
chembridge-fragment-library-part1-exp-2024-06,588,1,O=C1C[C@H](CN1c2ccccc2)CN,6TBE_P,190.2,14,1.0,46.3,2.6,3,-3.9,-4.72,-5.89,-0.337,46.3,2.0,1.0,-1.22,ExpressPick,190,-1.5663172488255037,0.170459392341234
chembridge-fragment-library-part1-exp-2024-06,2168,1,N[C@@H]1COc2ccccc2C1,6TBE_P,149.2,11,0.9,35.3,1.5,1,-3.9,-5.129,-5.856,-0.466,35.3,2.0,1.0,-0.361,ExpressPick,149,-3.252436417039971,-0.18967432723504632
chembridge-fragment-library-part1-exp-2024-06,6540,1,Clc1ccc2c(c(CCN)c[nH]2)c1,6TBE_P,194.7,13,2.3,41.8,3.0,3,-3.9,-5.3,-6.269,-0.408,41.8,1.0,2.0,-1.22,ExpressPick,195,-1.5946170424762611,-0.7296762459696257
chembridge-fragment-library-part1-exp-2024-06,20134,1,Clc1ccc(N2C(=O)C[C@@H](NC3CC3)C2=O)cc1,6TBE_P,264.7,18,1.8,49.4,2.3,3,-3.9,-6.394,-7.196,-0.355,49.4,3.0,1.0,-1.92,ExpressPick,265,0.7156106731988329,0.25132318573288637
chembridge-fragment-library-part1-exp-2024-06,22898,1,O=C(c1ccc(N2CCNCC2)cc1)c3ccccc3,6TBE_P,266.3,20,2.3,32.3,1.7,3,-3.9,-5.476,-6.559,-0.274,32.3,2.0,1.0,-2.21,ExpressPick,266,0.8579127053844996,-1.200244666943614
chembridge-fragment-library-part2-cl-2024-06,1946,1,O=C(Nc1ccccc1)[C@H]2CC[C@@H]3[C@H](NCCO3)C2,6TBE_P,260.3,19,1.8,50.4,3.0,2,-3.9,-6.138,-7.018,-0.323,50.4,3.0,2.0,-1.83,1213,CORE,0.6497477147327521,0.7096591014506449
chembridge-fragment-library-part2-cl-2024-06,2844,1,O=C(N[C@H]1CCCc2c1c(nn2C)C)Cn3cccn3,6TBE_P,273.3,20,1.1,64.7,3.5,3,-3.9,-5.977,-6.957,-0.299,64.7,3.0,1.0,-2.15,1103,CORE,1.1678339910595965,1.1138217119039031
chembridge-fragment-library-part1-exp-2024-06,2448,1,OC(=O)c1c(sc(c1C)C)N,6TBE_P,171.2,11,1.6,63.3,0.5,2,-3.899,-4.134,-5.039,-0.376,63.3,2.0,2.0,-1.87,ExpressPick,171,-2.2300451965144714,0.9531055444010396
chembridge-fragment-library-part1-exp-2024-06,6126,1,CNCc1ccc2ccccc2n1,6TBE_P,172.2,13,2.0,24.9,2.0,2,-3.899,-4.669,-5.746,-0.359,24.9,2.0,1.0,-0.643,ExpressPick,172,-2.1098126601992986,-1.1230266960671418
chembridge-fragment-library-part1-exp-2024-06,12108,1,Clc1c(Cl)ccc(C(=O)NCc2ccncc2)c1,6TBE_P,281.1,18,3.4,42.0,2.3,3,-3.899,-5.796,-6.647,-0.322,42.0,2.0,1.0,-2.43,ExpressPick,281,1.1213854257945346,-1.4320342642389463
chembridge-fragment-library-part1-exp-2024-06,13136,1,Brc1c(nc2c(nc[nH]2)c1)C,6TBE_P,212.0,11,2.1,41.6,0.0,0,-3.899,-4.885,-5.361,-0.444,41.6,2.0,1.0,-2.47,ExpressPick,212,-2.204723091024809,-0.7678972872795577
chembridge-fragment-library-part1-exp-2024-06,24306,1,O=C(Nc1cccc(OC)c1)NCc2ccccn2,6TBE_P,257.3,19,2.4,63.3,3.3,6,-3.899,-5.814,-6.909,-0.306,63.2,3.0,2.0,-1.29,ExpressPick,257,1.7903746046391695,1.123373797725483
chembridge-fragment-library-part1-exp-2024-06,27868,1,Brc1ccc(NC(=O)N2CCC[C@@H]2c3cc(no3)C)cc1,6TBE_P,350.2,21,3.6,58.4,1.3,4,-3.899,-5.44,-6.254,-0.259,58.4,3.0,1.0,-3.69,ExpressPick,350,3.2945886854042015,-0.48505132780866184
chembridge-fragment-library-part2-cl-2024-06,2956,1,O[C@H]1C[C@H]2CN(C[C@@H]12)C(=O)c3cccc(OCC)c3,6TBE_P,261.3,19,1.9,49.8,4.4,5,-3.899,-4.429,-5.215,-0.233,49.8,3.0,1.0,-1.65,1101,CORE,1.3260084156682796,0.34077796137137234
chembridge-fragment-library-part1-exp-2024-06,6404,1,O=C(Nc1ccn(n1)-c2ccccc2)C,6TBE_P,201.2,15,1.8,46.9,0.5,2,-3.898,-4.576,-5.435,-0.305,46.9,3.0,1.0,-2.04,ExpressPick,201,-0.9096094508782838,0.24496622373961074
chembridge-fragment-library-part1-exp-2024-06,14968,1,Clc1ccc(OC)c(C(=O)NCc2ccccn2)c1,6TBE_P,276.7,19,2.7,51.2,2.8,4,-3.898,-5.969,-7.181,-0.314,51.2,3.0,1.0,-1.88,ExpressPick,277,1.5957406043273288,-0.11804821503979487
chembridge-fragment-library-part1-exp-2024-06,23032,1,O=C1C(=NN=C(N2CCN(CC2)c3ccccc3)N1)C,6TBE_P,271.3,20,0.7,60.3,1.5,2,-3.898,-5.074,-6.326,-0.254,65.1,3.0,1.0,-1.77,ExpressPick,271,0.7508134725282004,1.103426015159334
chembridge-fragment-library-part1-exp-2024-06,2340,1,O=C1COc2c(N1)cc(N)cc2C,6TBE_P,178.2,13,0.9,64.3,0.2,0,-3.897,-5.226,-5.778,-0.402,64.3,2.0,2.0,-1.99,ExpressPick,178,-2.377084443848025,1.182716829946493
chembridge-fragment-library-part1-exp-2024-06,3168,1,O=C(N1CCC[C@@H]1C(O)=O)C2CC2,6TBE_P,183.2,13,0.5,57.6,3.0,4,-3.897,-5.156,-5.385,-0.397,57.6,3.0,1.0,-1.73,ExpressPick,183,-1.435267395559247,1.4823942501816054
chembridge-fragment-library-part1-exp-2024-06,10100,1,Brc1cccc(c1)/C=N/NC(=O)C2CC(C2)=C,6TBE_P,293.2,17,2.9,41.5,1.8,3,-3.897,-6.284,-6.766,-0.37,41.5,2.0,1.0,-3.88,ExpressPick,293,0.8954091282580169,-1.2008180868378315
chembridge-fragment-library-part1-exp-2024-06,13578,1,o1cccc1[C@@H]2c3ccccc3CCN2,6TBE_P,199.3,15,1.9,25.2,0.5,1,-3.897,-5.296,-5.743,-0.353,25.2,2.0,1.0,-1.65,ExpressPick,199,-1.6081820884129472,-1.1983694009523131
chembridge-fragment-library-part1-exp-2024-06,28374,1,O=C(NC)CN1C(=O)C=Nc2ccccc21,6TBE_P,217.2,16,0.5,61.8,2.0,2,-3.897,-5.071,-5.881,-0.317,64.0,3.0,1.0,-1.97,ExpressPick,217,-0.7739773275193702,1.402380340629355
chembridge-fragment-library-part2-cl-2024-06,818,1,O=C1[C@H](NC(=O)Cc2cc(nc(c2)C)C)CCCCN1,6TBE_P,275.3,20,1.0,71.1,4.5,3,-3.897,-6.425,-7.698,-0.321,71.1,3.0,2.0,-0.937,1101,CORE,1.2152934348294175,1.8803019746433547
chembridge-fragment-library-part2-cl-2024-06,8670,1,CCc1ccccc1-c2nccn2[C@@H]3CCOC3,6TBE_P,242.3,18,3.1,27.0,1.6,3,-3.897,-5.29,-5.946,-0.294,27.1,2.0,0.0,-2.9,1105,CORE,0.38386168054023956,-2.2282392049941375
chembridge-fragment-library-part1-exp-2024-06,1382,1,O=C1N(c2ccc(cc2N1C)CN)C,6TBE_P,191.2,14,1.2,49.6,2.0,2,-3.896,-4.261,-5.15,-0.304,53.0,2.0,1.0,-1.18,ExpressPick,191,-1.6544478574696475,0.1149221935293813
chembridge-fragment-library-part1-exp-2024-06,4872,1,O=C1c2ccccc2N(C(=O)N1)C,6TBE_P,176.2,13,1.0,49.4,0.0,0,-3.896,-4.533,-5.348,-0.349,54.9,2.0,1.0,-0.823,ExpressPick,176,-2.5237161642171335,0.11715603831077148
chembridge-fragment-library-part1-exp-2024-06,5038,1,Brc1c2C=NNC(=O)n2nc1C,6TBE_P,229.0,12,0.6,59.3,0.0,0,-3.896,-4.387,-4.784,-0.366,63.1,3.0,1.0,-2.31,ExpressPick,229,-1.8421359773223087,1.1549383939958981
chembridge-fragment-library-part1-exp-2024-06,18744,1,Brc1ccc(o1)C(=O)Nc2ccc(cn2)C,6TBE_P,281.1,16,2.5,55.1,0.5,2,-3.896,-5.704,-6.375,-0.356,55.1,3.0,1.0,-3.46,ExpressPick,281,0.6112495604798651,0.016782035543779456
chembridge-fragment-library-part1-exp-2024-06,24542,1,Brc1ccc(NC(=O)NCc2ccccn2)cc1,6TBE_P,306.2,18,3.2,54.0,2.8,5,-3.896,-5.904,-6.597,-0.328,54.0,2.0,2.0,-2.34,ExpressPick,306,1.8988249449072947,-0.32540147378817746
chembridge-fragment-library-part1-exp-2024-06,24622,1,Clc1cccc(C(=O)N[C@@H](c2ccncc2)C)c1,6TBE_P,260.7,18,3.3,42.0,2.3,3,-3.896,-5.57,-6.369,-0.309,42.0,2.0,1.0,-2.18,ExpressPick,261,0.8354481991075808,-1.3438104805233768
chembridge-fragment-library-part2-cl-2024-06,7191,1,o1c(nc2CNCCc21)CCc3ccccc3,6TBE_P,228.3,17,1.5,38.1,3.5,3,-3.896,-4.848,-5.764,-0.285,38.1,3.0,1.0,-1.18,1225,CORE,-0.16883554837359294,0.0855891204983737
chembridge-fragment-library-part2-cl-2024-06,8128,1,O=C(N1C[C@@H]2CCC[C@@H]21)c3ccc4ccn(c4c3)C,6TBE_P,254.3,19,2.8,25.2,1.9,2,-3.896,-5.457,-6.22,-0.287,25.2,1.0,0.0,-2.43,1101,CORE,0.1562154912259778,-2.8005521405742835
chembridge-fragment-library-part1-exp-2024-06,4662,1,O1CCNC[C@@H]1c2ccccc2,6TBE_P,163.2,12,1.3,21.3,1.1,1,-3.895,-4.564,-5.563,-0.38,21.3,2.0,1.0,-0.366,ExpressPick,163,-2.906526750698042,-0.9259201061764596
chembridge-fragment-library-part1-exp-2024-06,9854,1,Clc1ccc(NCC(=O)NN)cc1,6TBE_P,199.6,13,0.8,67.2,3.3,4,-3.895,-5.653,-6.711,-0.435,67.2,1.0,3.0,-1.45,ExpressPick,200,-1.5545192692703462,1.4914511867886908
chembridge-fragment-library-part1-exp-2024-06,26384,1,Brc1ccc(CNC(=O)c2cocc2)cc1,6TBE_P,280.1,16,2.5,42.2,2.3,3,-3.895,-5.126,-5.985,-0.32,42.2,2.0,1.0,-3.95,ExpressPick,280,0.4054539560395742,-0.9341529292525443
chembridge-fragment-library-part2-cl-2024-06,646,1,O=C(NC[C@H]1CC[C@@H]2CCC[C@H]12)c3cnc(nc3)C,6TBE_P,259.4,19,2.3,54.9,3.2,3,-3.895,-6.342,-7.043,-0.334,54.9,3.0,1.0,-2.92,1103,CORE,1.0840164740914102,0.18389073369487266
chembridge-fragment-library-part2-cl-2024-06,2662,1,FC1(F)C[C@H]1CC(=O)N2CCC(N3CCOCC3)CC2,6TBE_P,288.3,20,1.4,32.8,4.3,4,-3.895,-5.353,-6.045,-0.268,32.8,3.0,0.0,-2.27,1101,CORE,1.3067237438038566,-0.6175436561672795
chembridge-fragment-library-part2-cl-2024-06,7723,1,Clc1cnn(c1C(=O)NCc2nc(c(n2C)C)C)C,6TBE_P,281.7,19,1.4,64.7,2.3,3,-3.895,-5.588,-6.387,-0.294,64.7,3.0,1.0,-2.44,1101,CORE,1.1712038742586381,0.9549533838680249
chembridge-fragment-library-part2-cl-2024-06,6449,1,O=C(N[C@@H]1CCCc2c1c(nn2C)C)COC,6TBE_P,237.3,17,0.9,56.1,3.5,3,-3.894,-5.811,-6.643,-0.342,56.1,3.0,1.0,-1.68,1103,CORE,-0.04947598066824362,1.0135752849042765
chembridge-fragment-library-part1-exp-2024-06,5602,1,Cc1ccccc1[C@H]2CNCCC2,6TBE_P,175.3,13,2.5,12.0,1.1,1,-3.893,-5.652,-6.166,-0.435,12.0,1.0,1.0,-1.77,ExpressPick,175,-2.509245364444667,-2.4728000536748214
chembridge-fragment-library-part1-exp-2024-06,19512,1,FC(F)(F)c1c(c(N)c(c(C2CC2)c1)C#N)C#N,6TBE_P,251.2,18,2.9,73.6,0.0,2,-3.893,-5.16,-6.286,-0.287,73.6,2.0,1.0,-3.88,ExpressPick,251,0.7457019512514448,-0.07411585173993271
chembridge-fragment-library-part1-exp-2024-06,20494,1,O=C1[C@H](NCCN1)CC(=O)Nc2cc(cc(c2)C)C,6TBE_P,261.3,19,0.7,70.2,2.9,3,-3.893,-6.019,-6.961,-0.317,70.2,3.0,3.0,-2.39,ExpressPick,261,0.7109131903487249,2.5335681667368517
chembridge-fragment-library-part2-cl-2024-06,7785,1,O=C(NCCSC)c1nccn1C,6TBE_P,199.3,13,0.5,46.9,3.3,4,-3.893,-4.296,-4.987,-0.33,46.9,2.0,1.0,-2.26,1101,CORE,-1.6102426644968515,0.5120316945708473
chembridge-fragment-library-part1-exp-2024-06,872,1,Cc1ccccc1[C@H]2CNCCC2,6TBE_P,175.3,13,2.5,12.0,1.1,1,-3.892,-5.653,-6.166,-0.435,12.0,1.0,1.0,-1.77,ExpressPick,175,-2.509245364444667,-2.4728000536748214
chembridge-fragment-library-part1-exp-2024-06,6590,1,Brc1ccc(N2C(=O)[C@@H]3[C@]4(C=C[C@H](O4)[C@@H]3C2=O)C)cc1,6TBE_P,334.2,20,2.2,46.6,0.6,1,-3.892,-5.973,-6.457,-0.299,46.6,3.0,0.0,-3.06,ExpressPick,334,1.6856788021454403,-0.8271286060088977
chembridge-fragment-library-part1-exp-2024-06,16500,1,Clc1cccc(NC(=O)COC)c1,6TBE_P,199.6,13,2.0,38.3,2.3,3,-3.892,-5.559,-6.189,-0.428,38.3,2.0,1.0,-2.18,ExpressPick,200,-1.40830906485872,-0.6341832065591229
chembridge-fragment-library-part1-exp-2024-06,19396,1,S=C(Nc1c(F)cc(F)cc1)NC(=O)CC(C)C,6TBE_P,272.3,18,3.4,41.1,2.8,5,-3.892,-6.747,-7.195,-0.375,41.1,1.0,2.0,-4.06,ExpressPick,272,1.147168863391069,-1.3874358845225159
chembridge-fragment-library-part1-exp-2024-06,25034,1,Nc1nnc(s1)SCC(C)C,6TBE_P,189.3,11,1.9,51.8,3.0,3,-3.892,-5.545,-5.382,-0.504,51.8,2.0,1.0,-2.02,ExpressPick,189,-1.8148055244623151,-0.06600370024599007
chembridge-fragment-library-part1-exp-2024-06,26078,1,O=C(NC1CCN(C(C)C)CC1)c2cnccc2,6TBE_P,247.3,18,1.7,45.2,3.2,3,-3.892,-5.847,-6.728,-0.325,45.2,3.0,1.0,-1.86,ExpressPick,247,0.41777047016092095,0.18640747391277382
chembridge-fragment-library-part2-cl-2024-06,620,1,Cc1c(Cn2ccnc2-c3cnc4ccccn43)cnn1C,6TBE_P,292.3,22,2.3,52.9,2.1,3,-3.892,-4.799,-5.694,-0.218,52.9,3.0,0.0,-2.39,1105,CORE,2.0902851221906777,-0.472801902055102
chembridge-fragment-library-part2-cl-2024-06,6621,1,CC1(CC[C@H](N2CC(C2)c3ccncc3)C1)C,6TBE_P,230.4,17,3.1,16.1,0.5,2,-3.892,-5.658,-6.106,-0.333,16.1,2.0,0.0,-0.998,1107,CORE,-0.29827671483011603,-2.6453106379534583
chembridge-fragment-library-part1-exp-2024-06,18506,1,S=C(N[C@H](CC)C)Nc1cccc(F)c1,6TBE_P,226.3,15,3.2,24.1,2.8,5,-3.891,-6.065,-6.512,-0.404,24.1,0.0,2.0,-2.14,ExpressPick,226,-0.5410497478162802,-2.330497998255791
chembridge-fragment-library-part1-exp-2024-06,21334,1,S=C(N1CCN(CC1)C(OCC)=O)NCCOC,6TBE_P,275.4,18,0.3,54.0,6.0,8,-3.891,-5.705,-6.048,-0.317,54.0,3.0,1.0,-1.13,ExpressPick,275,1.4283068234753649,1.5023186013128431
chembridge-fragment-library-part1-exp-2024-06,21402,1,Brc1cn(nc1C(=O)Nc2c(Cl)cc(Cl)cc2)CC,6TBE_P,363.0,19,4.4,46.9,1.5,3,-3.891,-6.418,-7.108,-0.338,46.9,2.0,1.0,-3.92,ExpressPick,363,2.729451305755612,-1.9352617952397713
chembridge-fragment-library-part1-exp-2024-06,28370,1,O=C1[C@@H]2[C@@H]([C@@H]3C[C@H](O1)[C@H]2C3)C(=O)Nc4cccc(c4)C,6TBE_P,271.3,20,2.1,55.4,2.2,2,-3.891,-5.229,-5.951,-0.261,55.4,3.0,1.0,-2.08,ExpressPick,271,1.1648642028985299,0.20601381043522723
chembridge-fragment-library-part2-cl-2024-06,8140,1,O=C1[C@@H](n2ccnc2-c3ccc(cc3)C)CCN1,6TBE_P,241.3,18,1.9,46.9,0.4,2,-3.891,-5.468,-6.178,-0.304,46.9,2.0,1.0,-2.15,1105,CORE,-0.024831161067554154,-0.4780395168320618
chembridge-fragment-library-part1-exp-2024-06,2052,1,NCc1ccc2c(C[C@H](O2)C)c1,6TBE_P,163.2,12,1.5,35.3,2.0,2,-3.89,-4.936,-5.853,-0.411,35.3,2.0,1.0,-0.808,ExpressPick,163,-2.469550326319646,-0.47059540696229446
